bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_size1,bid_size2,bid_size3,bid_size4,bid_size5,bid_order1,bid_order2,bid_order3,bid_order4,bid_order5,ask_price1,ask_price2,ask_price3,ask_price4,ask_price5,ask_size1,ask_size2,ask_size3,ask_size4,ask_size5,ask_order1,ask_order2,ask_order3,ask_order4,ask_order5,time
859.75,859.6,859.55,859.5,859.45,859.9,859.95,860.0,860.05,860.1,7,428,589,1113,843,226,954,778,904,1306,1,6,8,7,9,1,6,7,13,10,1720789228.298135
859.75,859.6,859.55,859.5,859.45,859.9,859.95,860.0,860.05,860.1,7,428,582,1120,843,226,954,765,991,1319,1,6,7,8,9,1,6,6,14,11,1720789229.299346
859.75,859.6,859.55,859.5,859.45,859.9,859.95,860.0,860.05,860.1,7,428,787,1113,852,211,732,765,1016,1319,1,6,8,7,11,1,5,6,15,11,1720789230.302984
859.55,859.5,859.45,859.4,859.35,859.8,859.85,859.9,859.95,860.0,60,710,113,264,840,223,1297,920,1968,2202,2,4,2,2,9,3,8,9,19,12,1720789231.495117
859.55,859.5,859.45,859.4,859.35,859.8,859.85,859.9,859.95,860.0,60,781,113,264,840,223,1297,920,1968,2202,2,5,2,2,9,3,8,9,19,12,1720789231.70149
859.55,859.5,859.45,859.4,859.35,859.85,859.9,859.95,860.0,860.05,60,781,61,274,887,672,634,1506,1749,2121,2,5,2,4,9,6,6,13,13,16,1720789232.909108
859.55,859.5,859.45,859.4,859.35,859.8,859.85,859.9,859.95,860.0,26,781,342,289,818,321,447,683,1543,1937,1,5,3,4,9,1,6,8,13,11,1720789234.197212
859.7,859.55,859.5,859.45,859.4,859.8,859.85,859.9,859.95,860.0,1,937,781,611,444,315,280,593,1440,2187,1,3,5,6,5,1,3,5,11,12,1720789235.311441
859.55,859.5,859.45,859.4,859.35,859.8,859.85,859.9,859.95,860.0,547,760,536,289,886,253,309,859,1620,2427,3,5,4,4,9,1,5,7,15,15,1720789236.306756
859.55,859.5,859.45,859.4,859.35,859.8,859.85,859.9,859.95,860.0,55,760,558,237,756,355,1309,946,1982,2354,1,5,4,2,7,5,8,8,17,14,1720789237.503274
859.55,859.5,859.45,859.4,859.35,859.8,859.85,859.9,859.95,860.0,44,760,558,237,756,329,1312,946,2006,2354,1,5,4,2,7,4,10,8,18,14,1720789237.699493
859.25,859.2,859.15,859.1,859.05,859.55,859.6,859.65,859.7,859.75,225,559,352,625,2185,69,761,611,804,2158,2,6,7,13,12,1,11,9,13,11,1720789238.906754
859.25,859.2,859.15,859.1,859.05,859.5,859.6,859.65,859.7,859.75,319,559,359,625,2185,11,659,383,818,2252,3,6,8,13,12,1,10,7,14,13,1720789240.101876
859.3,859.25,859.2,859.15,859.1,859.5,859.65,859.7,859.75,859.8,508,604,580,485,609,336,66,230,2018,2056,5,8,8,9,13,1,1,5,10,9,1720789241.104687
859.3,859.25,859.2,859.15,859.1,859.5,859.6,859.65,859.7,859.75,508,596,566,493,623,215,274,340,230,2170,5,7,7,10,14,1,1,2,5,12,1720789242.311178
859.35,859.3,859.25,859.2,859.15,859.5,859.6,859.65,859.7,859.75,67,405,533,566,716,113,274,503,459,2185,1,4,8,7,11,1,1,2,6,13,1720789243.51734
859.4,859.35,859.3,859.25,859.2,859.5,859.6,859.65,859.7,859.75,1,67,405,533,632,113,274,503,459,2185,1,1,4,8,8,1,1,2,6,13,1720789243.707348
859.4,859.35,859.3,859.25,859.2,859.45,859.5,859.6,859.65,859.7,61,14,351,533,574,1,113,274,503,454,2,1,3,8,8,1,1,1,2,5,1720789244.916819
859.4,859.35,859.3,859.25,859.2,859.5,859.6,859.65,859.7,859.75,44,14,351,534,638,9,274,503,454,2200,2,1,3,9,9,1,1,2,5,14,1720789246.109795
859.4,859.35,859.3,859.25,859.2,859.5,859.6,859.65,859.7,859.75,43,14,351,484,638,237,453,508,454,2185,2,1,3,9,9,1,2,3,5,13,1720789247.31534
859.4,859.35,859.3,859.25,859.2,859.5,859.6,859.65,859.7,859.75,42,14,351,484,638,185,453,508,454,2185,2,1,3,9,9,1,2,3,5,13,1720789248.532702
859.4,859.35,859.3,859.25,859.2,859.45,859.5,859.6,859.65,859.7,41,14,351,484,638,4,185,453,508,517,1,1,3,9,9,2,1,2,3,6,1720789248.704639
859.4,859.35,859.3,859.25,859.2,859.45,859.5,859.55,859.6,859.65,24,14,351,256,630,278,185,226,453,508,1,1,3,8,8,3,1,1,2,3,1720789249.708689
859.4,859.35,859.3,859.25,859.2,859.45,859.5,859.55,859.6,859.65,24,14,351,256,630,278,185,226,506,318,1,1,3,8,8,3,1,1,3,4,1720789250.914688
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,10,15,477,581,299,237,185,226,453,287,1,2,7,8,7,1,1,1,2,3,1720789252.218997
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,100,15,477,581,363,182,185,500,453,287,2,2,7,8,8,1,1,2,2,3,1720789253.317269
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,100,15,477,581,363,160,185,500,453,287,2,2,7,8,8,1,1,2,2,3,1720789254.516381
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,111,15,477,581,363,160,185,500,453,287,3,2,7,8,8,1,1,2,2,3,1720789254.71248
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,64,15,477,581,363,162,185,500,453,287,3,2,7,8,8,2,1,2,2,3,1720789255.921948
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,58,15,194,566,355,108,185,500,453,287,3,2,5,7,7,2,1,2,2,3,1720789257.116905
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,107,15,246,559,362,274,226,576,468,407,3,2,6,6,8,1,2,3,3,4,1720789258.328172
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,106,15,246,559,362,273,226,576,468,407,3,2,6,6,8,1,2,3,3,4,1720789259.521384
859.4,859.35,859.25,859.2,859.15,859.45,859.5,859.55,859.6,859.65,84,15,246,559,362,62,226,576,453,407,3,2,6,6,8,2,2,3,2,4,1720789260.932796
859.45,859.4,859.35,859.3,859.25,859.5,859.55,859.6,859.65,859.7,30,82,15,54,536,173,274,453,234,399,1,3,2,1,9,1,1,2,2,4,1720789262.130123
859.45,859.4,859.35,859.3,859.25,859.5,859.55,859.6,859.65,859.7,29,82,15,54,504,124,274,453,234,399,1,3,2,1,8,2,1,2,2,4,1720789263.335044
859.45,859.4,859.35,859.3,859.25,859.5,859.55,859.6,859.65,859.7,30,82,15,54,504,99,274,453,234,454,2,3,2,1,8,2,1,2,2,5,1720789264.532178
859.45,859.4,859.35,859.3,859.25,859.5,859.55,859.6,859.65,859.7,28,82,15,54,504,95,274,453,234,468,2,3,2,1,8,2,1,2,2,6,1720789265.529273
859.45,859.4,859.35,859.3,859.25,859.5,859.55,859.6,859.65,859.7,28,82,15,54,504,90,274,453,234,468,2,3,2,1,8,2,1,2,2,6,1720789265.733703
859.5,859.45,859.4,859.35,859.3,859.55,859.6,859.65,859.7,859.75,29,1,82,15,61,164,453,234,399,1115,1,1,3,2,2,1,2,2,4,9,1720789266.964897
859.5,859.45,859.4,859.35,859.3,859.55,859.6,859.65,859.7,859.75,34,3,82,15,105,112,230,229,255,1008,2,2,3,2,2,1,1,1,2,7,1720789268.135319
859.5,859.45,859.4,859.35,859.3,859.55,859.6,859.65,859.7,859.75,33,3,82,15,105,112,230,229,255,1008,2,2,3,2,2,1,1,1,2,7,1720789269.339155
